r_angstrom,gamma23_mean,gamma23_sem
1.800000000000000000e+01,-6.606180123006835458e+01,3.438996959825462163e-01
1.810000000000000142e+01,-6.618230807640442492e+01,3.464595169426108456e-01
1.819999999999999929e+01,-6.632306789995037377e+01,3.497407176565167641e-01
1.830000000000000071e+01,-6.645260297908883729e+01,3.527237458584571717e-01
1.840000000000000213e+01,-6.658053612578953562e+01,3.548936904437145490e-01
1.850000000000000000e+01,-6.666629870768163357e+01,3.550364327886273985e-01
1.860000000000000142e+01,-6.681086299939835271e+01,3.574017452417702634e-01
1.869999999999999929e+01,-6.695792600891864765e+01,3.611880622371251293e-01
1.880000000000000071e+01,-6.708655522102297653e+01,3.632060437588592317e-01
1.890000000000000213e+01,-6.717639671376025490e+01,3.649056270348670639e-01
1.900000000000000000e+01,-6.729300402579312390e+01,3.683295406378828130e-01
1.910000000000000142e+01,-6.735951487371917779e+01,3.718355839196603729e-01
1.920000000000000284e+01,-6.753597844799340066e+01,3.734718080370953985e-01
1.930000000000000071e+01,-6.771291707761464806e+01,3.776415501203539415e-01
