r_angstrom,gamma23_mean,gamma23_sem
9.200000000000001066e+00,-2.930178900344663475e+02,1.523322929825125405e+00
9.300000000000000711e+00,-2.934707471177678144e+02,1.534793249108599600e+00
9.400000000000000355e+00,-2.941414730877418720e+02,1.540535693630527225e+00
9.500000000000000000e+00,-2.946725577138984136e+02,1.547014681312375073e+00
9.600000000000001421e+00,-2.951415920925950331e+02,1.558742774159962652e+00
9.700000000000001066e+00,-2.957889824382712618e+02,1.572544534282319439e+00
9.800000000000000711e+00,-2.964880230912649495e+02,1.582532284425045344e+00
9.900000000000000355e+00,-2.969583294235827680e+02,1.600421171919424790e+00
1.000000000000000000e+01,-2.974263279554724591e+02,1.612558046538940637e+00
1.010000000000000142e+01,-2.978541234406005742e+02,1.620902194047268763e+00
1.020000000000000107e+01,-2.982070145770847489e+02,1.640775874342757623e+00
1.030000000000000071e+01,-2.987644426712714676e+02,1.652861343153740004e+00
1.040000000000000036e+01,-2.992682400789864801e+02,1.655510708397136987e+00
1.050000000000000000e+01,-2.997317311721695319e+02,1.665918812936735716e+00
1.060000000000000142e+01,-3.001862303911814820e+02,1.675970497929228697e+00
1.070000000000000107e+01,-3.004872307104058109e+02,1.685735316036094389e+00
1.080000000000000071e+01,-3.009037636492467982e+02,1.692326511937126021e+00
1.090000000000000036e+01,-3.012329395057758461e+02,1.701523606620835238e+00
1.100000000000000000e+01,-3.017246300553831588e+02,1.709369884977679055e+00
1.110000000000000142e+01,-3.023018106599764110e+02,1.729870814594584472e+00
1.120000000000000107e+01,-3.026554324929537074e+02,1.739136899038824291e+00
1.130000000000000071e+01,-3.031169490193690876e+02,1.741415199104712430e+00
1.140000000000000036e+01,-3.036829292992724163e+02,1.751609041799679245e+00
1.150000000000000000e+01,-3.040042928323837259e+02,1.761610501508059201e+00
1.160000000000000142e+01,-3.044274166172377249e+02,1.773402977801400660e+00
1.170000000000000107e+01,-3.047097604938157360e+02,1.784237151539753707e+00
1.180000000000000071e+01,-3.050682497880414417e+02,1.795268549251451962e+00
1.190000000000000036e+01,-3.053735756050114105e+02,1.807907032342930043e+00
1.200000000000000000e+01,-3.058616674242298927e+02,1.828563379348923768e+00
1.210000000000000142e+01,-3.063301611021358895e+02,1.838366470660457219e+00
1.220000000000000107e+01,-3.069227418919156207e+02,1.843212502380108697e+00
1.230000000000000071e+01,-3.075067207858973006e+02,1.852481289981635193e+00
1.240000000000000036e+01,-3.078596081413166985e+02,1.861708553551165712e+00
