r_center_A,na_per_frame,cl_per_frame,net_charge_per_frame,cum_counter_charge_Q_e
7.225,3.189620758483034,4.37125748502994,-1.181636726546906,-428.4451097804392
7.275,3.245508982035928,4.481037924151696,-1.2355289421157685,-429.680638722555
7.325000000000001,3.197604790419162,4.235528942115768,-1.0379241516966067,-430.7185628742516
7.375,3.085828343313373,4.295409181636726,-1.2095808383233533,-431.9281437125749
7.425000000000001,3.0379241516966067,4.05189620758483,-1.0139720558882235,-432.94211576846317
7.475,3.0838323353293413,3.9481037924151696,-0.8642714570858283,-433.806387225549
7.525,3.085828343313373,4.227544910179641,-1.1417165668662674,-434.9481037924152
7.575000000000001,3.1776447105788423,3.9500998003992014,-0.7724550898203593,-435.7205588822356
7.625,2.9620758483033933,3.9800399201596806,-1.0179640718562875,-436.7385229540919
7.675000000000001,3.18562874251497,4.039920159680639,-0.8542914171656687,-437.59281437125753
7.725,3.1636726546906186,3.964071856287425,-0.8003992015968064,-438.39321357285434
7.775,3.1497005988023954,3.9161676646706587,-0.7664670658682635,-439.1596806387226
7.825000000000001,3.059880239520958,3.8882235528942117,-0.8283433133732535,-439.98802395209583
7.875,3.0558882235528944,3.856287425149701,-0.8003992015968064,-440.78842315369263
7.925000000000001,3.125748502994012,3.848303393213573,-0.7225548902195609,-441.5109780439122
7.975,3.1157684630738522,3.7325349301397206,-0.6167664670658682,-442.12774451097806
8.025,3.1776447105788423,3.788423153692615,-0.6107784431137725,-442.7385229540918
8.075,3.093812375249501,3.8263473053892216,-0.7325349301397206,-443.4710578842315
8.125,3.155688622754491,3.8303393213572856,-0.6746506986027944,-444.14570858283435
8.175,3.07185628742515,3.8243512974051894,-0.7524950099800399,-444.8982035928144
8.225000000000001,3.0838323353293413,3.906187624750499,-0.8223552894211577,-445.7205588822356
8.275,3.063872255489022,3.694610778443114,-0.6307385229540918,-446.3512974051897
8.325,3.0019960079840318,3.7924151696606785,-0.7904191616766467,-447.14171656686636
8.375,3.1077844311377247,3.748502994011976,-0.6407185628742516,-447.78243512974063
8.425,3.0758483033932134,3.9560878243512976,-0.8802395209580839,-448.6626746506987
8.475000000000001,2.9940119760479043,3.8323353293413174,-0.8383233532934131,-449.5009980039921
8.525,3.0059880239520957,3.9540918163672654,-0.9481037924151696,-450.44910179640726
8.575,3.053892215568862,3.730538922155689,-0.6766467065868264,-451.1257485029941
8.625,3.025948103792415,3.75249500998004,-0.7265469061876247,-451.85229540918175
8.675,3.1956087824351296,3.614770459081836,-0.41916167664670656,-452.27145708582844
8.725000000000001,3.0798403193612773,3.9840319361277445,-0.9041916167664671,-453.1756487025949
8.775,3.2335329341317367,3.9580838323353293,-0.7245508982035929,-453.9001996007985
8.825,3.1596806387225547,3.960079840319361,-0.8003992015968064,-454.7005988023953
